departamento_id;departamento_nombre;provincia_id;provincia_nombre;año;semanas_epidemiologicas;evento_nombre;grupo_edad_id;grupo_edad_desc;cantidad_casos
7;RÍO GRANDE;94;Tierra del Fuego;2023;7;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;8;Enfermedad tipo influenza (ETI);1;< 6 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;9;Enfermedad tipo influenza (ETI);6;10 a 14;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);13;>= a 75;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;32;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;36;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;42;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;48;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;50;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;52;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;1;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;4;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;4;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;4;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;11;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;18;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;27;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;30;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;31;Enfermedad tipo influenza (ETI);6;10 a 14;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;33;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;46;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;23;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;33;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;38;Enfermedad tipo influenza (ETI);6;10 a 14;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;43;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;44;Enfermedad tipo influenza (ETI);9;25 a 34;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;51;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;2;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;7;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;10;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;12;Enfermedad tipo influenza (ETI);6;10 a 14;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;2;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;4;Enfermedad tipo influenza (ETI);13;>= a 75;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;6;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;9;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;12;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;24;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);4;2 a 4;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;36;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;37;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;39;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;42;Enfermedad tipo influenza (ETI);4;2 a 4;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;43;Enfermedad tipo influenza (ETI);4;2 a 4;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;48;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;2;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;6;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;8;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;8;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;17;Enfermedad tipo influenza (ETI);13;>= a 75;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;18;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;32;Enfermedad tipo influenza (ETI);1;< 6 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;15;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;16;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;25;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;25;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;26;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;32;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;41;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;45;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;48;Enfermedad tipo influenza (ETI);10;35 a 44;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;48;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;48;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;48;Enfermedad tipo influenza (ETI);9;25 a 34;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;51;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;1;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;6;Enfermedad tipo influenza (ETI);4;2 a 4;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;14;Enfermedad tipo influenza (ETI);7;15 a 19;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;30;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;31;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;34;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;37;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;38;Enfermedad tipo influenza (ETI);4;2 a 4;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;40;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;43;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;50;Enfermedad tipo influenza (ETI);6;10 a 14;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;52;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;2;Enfermedad tipo influenza (ETI);1;< 6 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;2;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;2;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;7;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;18;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;24;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2023;46;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;6;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;28;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;28;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;8;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;11;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;22;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;25;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;32;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;34;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;41;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;51;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;52;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;4;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;8;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;10;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
14;USHUAIA;94;Tierra del Fuego;2023;34;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;39;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
14;USHUAIA;94;Tierra del Fuego;2023;44;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;44;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;2;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;6;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
14;USHUAIA;94;Tierra del Fuego;2023;13;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;22;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;23;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;23;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;23;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;25;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;30;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;31;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;35;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;3;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;13;Enfermedad tipo influenza (ETI);13;>= a 75;1
14;USHUAIA;94;Tierra del Fuego;2023;13;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;24;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;25;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;27;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;36;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;39;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;46;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;1;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;20;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;49;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;50;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;4;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;10;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;10;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;14;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;18;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;18;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;19;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;21;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;24;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;49;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;5;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;20;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;22;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;33;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;39;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;39;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;40;Enfermedad tipo influenza (ETI);1;< 6 m;1
14;USHUAIA;94;Tierra del Fuego;2023;40;Enfermedad tipo influenza (ETI);9;25 a 34;1
14;USHUAIA;94;Tierra del Fuego;2023;49;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;3;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;15;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;18;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;19;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;21;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;25;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;30;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
14;USHUAIA;94;Tierra del Fuego;2023;40;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;41;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;44;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;44;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;48;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;50;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
14;USHUAIA;94;Tierra del Fuego;2023;51;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;7;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;11;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;21;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;33;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;37;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;40;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;49;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
14;USHUAIA;94;Tierra del Fuego;2023;52;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;3;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;6;Enfermedad tipo influenza (ETI);11;45 a 64;1
14;USHUAIA;94;Tierra del Fuego;2023;9;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;13;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;22;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);5;5 a 9;1
14;USHUAIA;94;Tierra del Fuego;2023;32;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;36;Enfermedad tipo influenza (ETI);6;10 a 14;1
14;USHUAIA;94;Tierra del Fuego;2023;47;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;49;Enfermedad tipo influenza (ETI);13;>= a 75;1
14;USHUAIA;94;Tierra del Fuego;2023;5;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;10;Enfermedad tipo influenza (ETI);8;20 a 24;1
14;USHUAIA;94;Tierra del Fuego;2023;11;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;16;Enfermedad tipo influenza (ETI);12;65 a 74;1
14;USHUAIA;94;Tierra del Fuego;2023;17;Enfermedad tipo influenza (ETI);4;2 a 4;1
14;USHUAIA;94;Tierra del Fuego;2023;21;Enfermedad tipo influenza (ETI);17;Edad Sin Esp.;1
14;USHUAIA;94;Tierra del Fuego;2023;29;Enfermedad tipo influenza (ETI);7;15 a 19;1
14;USHUAIA;94;Tierra del Fuego;2023;41;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;44;Enfermedad tipo influenza (ETI);10;35 a 44;1
14;USHUAIA;94;Tierra del Fuego;2023;46;Enfermedad tipo influenza (ETI);4;2 a 4;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;15;Enfermedad tipo influenza (ETI);13;>= a 75;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;19;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;21;Enfermedad tipo influenza (ETI);6;10 a 14;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;22;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;23;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;28;Enfermedad tipo influenza (ETI);2;6 a 11 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;29;Enfermedad tipo influenza (ETI);12;65 a 74;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;31;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;32;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;35;Enfermedad tipo influenza (ETI);5;5 a 9;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;37;Enfermedad tipo influenza (ETI);6;10 a 14;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;1;Enfermedad tipo influenza (ETI);11;45 a 64;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;10;Enfermedad tipo influenza (ETI);8;20 a 24;1
7;RÍO GRANDE;94;Tierra del Fuego;2022;15;Enfermedad tipo influenza (ETI);3;12 a 23 m;1
